UID;Frage;Antwort;Subject;Zusatzangaben;Tausch;Phase;Eingabedatum;DueDate
805;it goes without saying that;Es ist selbstverständlich;Business English 2;;swapped;2;11.03.15;10.06.15
806;it is true that;zwar;Business English 1;;;4;01.12.13;17.02.14
807;it might be helpful to summarize the facts;Es wäre hilfreich, die Fakten zusammen zu fassen;Business English 2;;swapped;2;11.03.15;23.12.15
808;jdn. drängen;to press someone;Business English 1;;swapped;2;12.01.14;09.01.18
809;jdn. fertig machen / runterputzen;to dress someone down;Business English 1;;swapped;1;04.11.13;20.12.15
810;jemandem entgegenkommen;to accomodate;Business English 2;;;1;11.03.15;06.06.15
811;jemandem zum lachen bringen   ;poner alguien a reír     me pone a reír;ECOS Español;;swapped;6;06.01.18;
812;jeweilig;respective;Business English 1;;swapped;1;01.12.13;20.12.15
813;jeweilig;respective;Business English 2;;;3;11.03.15;16.01.18
814;jmdn./etwas stoppen;parar algo/alguien;El arte de empezar;;swapped;6;21.05.17;
815;jmdn. abschrecken / erschrecken     Der hohe Preis schreckt viele Interessenten ab.;asustar a algien     El precio alto asusta a muchos interesentes.;El arte de empezar;;swapped;6;21.05.17;
816;jmdn. aufnehmen     begrüßt;acoger a alguien     acogido     El proyecto piloto fue acogido muy bien por los participantes.;El arte de empezar;;swapped;6;20.01.18;
817;jmdn. beschuldigen;culpar a alg.;El arte de empezar;;swapped;6;21.05.17;
818;jmdn. enttäuschen;decepcionar a alguien     Solo espero que no te decepcione.;Malaga 2018;;swapped;3;18.08.18;12.12.18
819;jmdn. etwas bieten;brindar algo a alguien;El arte de empezar;;;5;21.05.17;02.03.19
820;jmdn. informieren;avisar a alguien     La app Sina te avisa cuando haya una urgencia cerca de tí.;Malaga 2018;;swapped;5;29.03.18;12.01.19
821;jmdn. täuschen / betrügen / überlisten     Dein Freund hat dich betrogen.;engañar a algien     Tu novio te engañó.;Malaga 2018;;;5;29.03.18;07.12.18
822;jmdn. verwechseln;equivocar alguien;El arte de empezar;;swapped;6;21.05.17;
823;jmdn. vor etwas retten;salvar alguien de algo;El arte de empezar;;swapped;6;21.05.17;
824;Julian freut es, dass ich kommen kann.;A Julian le alegre de que yo pueda venir.;Español Gramática;;swapped;3;18.02.18;13.03.18
825;jurisdication;Rechtssprechung;Business English 2;;swapped;2;11.03.15;10.06.15
826;Kann ich bei Ihnen zahlen?     berechnen / einnehmen;Me cobra?     cobrar;Malaga 2018;;swapped;5;29.03.18;12.01.19
827;Kann ich das abschließen?;Can I take it as read?;Business English 1;;swapped;1;06.01.14;20.12.15
828;Kaufst du gewöhnlich Sachen die du nicht brauchst?     gewohnt sein;Sueles comprar cosas que no necesitas?   soler;Malaga 2018;;;5;29.03.18;12.01.19
829;keep track of;etw. nachvollziehen, beobachten;Business English 1;;;5;04.11.13;14.04.14
830;Kennst du hier jemanden?     Nein, keinen.;Conoces a algien aquí?     No, a nadie.;ECOS Español;;swapped;6;04.02.18;
831;Klarheit schaffen     auch: klar werden;sacar en claro     Lo sacamos en claro de la última encuesta a los empleados.;El arte de empezar;;;6;20.01.18;
832;kleines Ärgernis;a bit of a nuisance;Business English 1;;;4;01.12.13;17.02.14
833;Kluft / Lücke;la brecha;ECOS Español;;;6;06.01.18;
834;kochend  siedend;hirviendo     El agua en la olla ya está hirviendo.;ECOS Español;;swapped;2;18.02.18;07.11.18
835;Komm bei mir vorbei.;Pasa por mi casa.;Español Gramática;;;5;10.02.18;12.01.19
836;Kommen Sie zur 3. Etage hoch.;Suban al tercer piso.;Español Gramática;;swapped;3;18.02.18;13.03.18
837;Könnten sie uns über den Hintergrund aufklären?;Could you fill us in on the background to all this, please?;Business English 1;;;4;01.12.13;17.02.14
838;könnten sie uns über den Hintergrund informieren;could you fill us in on the background to this;Business English 2;;;2;11.03.15;09.06.15
839;konstruktive Anmerkung;positive remarks;Business English 2;;;2;11.03.15;06.03.18
840;Kontoauszug;statement of account;Business English 1;;swapped;4;01.12.13;15.02.14
841;kontrollieren;revisar     La profesora revisará nuestros examenes el fin de semana.;Malaga 2018;;;3;29.03.18;12.12.18
842;Konzern;group;Business English 1;;;4;01.12.13;17.02.14
843;Kosten nach Vertragsabschluss;expost costs;Business English 1;;;4;01.12.13;15.02.14
844;Kugelschreiber;byro;Business English 1;;swapped;1;01.12.13;06.01.18
845;Kunde;customer / client;Business English 2;;;2;11.03.15;10.06.15
846;Kundenbewertungssystem;supplier rating system;Business English 2;;;3;11.03.15;30.12.15
847;Kündigungsschreiben;pink slip;Business English 1;;swapped;2;04.11.13;19.01.14
848;künstliche Zusatzstoffe;artificial food additives;Business English 1;;swapped;1;12.01.14;06.01.18
849;kürzlich;recently;Business English 1;;swapped;5;04.11.13;06.04.18
850;la acogida;der Empfang;El arte de empezar;;;6;21.05.17;
851;la alfombra;der Teppich;ECOS Español;;swapped;6;06.01.18;
852;la asamblea;die Versammlung;El arte de empezar;;swapped;6;12.11.17;
853;label;Etikett;Business English 2;;swapped;2;11.03.15;23.12.15
854;la brecha;Kluft / Lücke;ECOS Español;;swapped;6;06.01.18;
855;la caminata     Se aconseja hacer la caminata entre los meses de mayo y septiembre.;die Wanderung;ECOS Español;;;1;04.11.18;04.11.18
856;la carencia     En alemania del este había una carencia de muchos alimientos coditianos.;der Mangel;El arte de empezar;;swapped;5;21.05.17;02.03.19
857;la cerradura;das Türschloss;Malaga 2018;;swapped;5;29.03.18;12.01.19
858;lachen     das Lächeln;sonreír     la sonrisa   ;ECOS Español;;;6;09.02.18;
859;la cuchara;der Löffel;ECOS Español;;swapped;5;18.02.18;02.02.19
860;la custodia;die Überwachung;ECOS Español;;;1;04.11.18;04.11.18
861;la deuda;Schulden;El arte de empezar;;;6;21.05.17;
862;la fecha     Qué fecha es hoy?;das Datum     Welches Datum ist heute?;El arte de empezar;;swapped;6;12.11.17;
863;La fiesta fue fenomenal, había mucha gente.;Die Feier war toll, es waren viele Leute da.;Español Gramática;;;3;18.02.18;13.03.18
864;la flaqueza;die Schwäche;El arte de empezar;;;6;22.10.17;
865;la furgoneta;der Lieferwagen;ECOS Español;;;6;06.01.18;
866;la habilidad;die Fähigkeit;El arte de empezar;;;6;21.05.17;
867;la lata;die Dose;El arte de empezar;;;6;21.05.17;
868;la llave;der Schlüssel;Malaga 2018;;;5;29.03.18;07.12.18
869;la mano alzada     Microsoft oferecía su mano alzada para ayudar a Apple en su crisis.;die ausgestreckte Hand;El arte de empezar;;swapped;6;12.11.17;
870;landen;aterrizar     Nada más aterrizar, salían hacia sus verdaderos destinos vacacionales.;ECOS Español;;swapped;1;04.11.18;04.11.18
871;lanzarse a algo     Lanzemonos al trabajo!;sich auf etwas stürzen     Stürzen wir uns auf die Arbeit!;El arte de empezar;;;4;21.05.17;01.01.19
872;la obtención;die Erlangung;El arte de empezar;;;6;21.05.17;
873;la oferta  la demanda;das Angebot  die Nachfrage;Malaga 2018;;;5;29.03.18;12.01.19
874;Las cajas están debajo de la cama.;Die Kisten sind unter dem Bett.;Español Gramática;;;3;18.02.18;13.03.18
875;las dudas subsisten     subsistir;die Zweifel bleiben;ECOS Español;;;1;04.11.18;04.11.18
876;las herramientas;die Werkzeuge;El arte de empezar;;;6;21.05.17;
877;Las presentaciones requieren mucha preparación.;Präsentationen benötigen viel Vorbereitung.;Español Gramática;;;2;04.03.18;08.03.18
878;las sábanas;die Bettlaken;Malaga 2018;;swapped;5;29.03.18;12.01.19
879;Lass es dir gut gehen.;Que lo pases bien.;Español Gramática;;swapped;4;18.02.18;26.12.18
880;las tijeras;die Schere;Malaga 2018;;;5;29.03.18;12.01.19
881;Lastschrift;debit note;Business English 1;;;1;12.01.14;20.12.15
882;la taza;die Tasse;ECOS Español;;;5;18.02.18;02.02.19
883;La verdad es que...;Die Wahrheit ist...;Malaga 2018;;swapped;5;29.03.18;07.12.18
884;Le escribo.;Ich schreibe ihm/ ihr.;Español Gramática;;swapped;4;10.02.18;30.03.18
885;left up to your discretion;bleibt Ihnen überlassen;Business English 1;;swapped;4;06.01.14;05.02.18
886;legal provisions;gesetzliche Vorkehrungen;Business English 2;;swapped;1;11.03.15;20.12.15
887;legislation;Gesetzgebung;Business English 2;;swapped;4;11.03.15;05.02.18
888;Leihst du es mir?     leihen;Me lo prestas?     prestar;Malaga 2018;;swapped;4;29.03.18;25.12.18
889;Leistung;performance;Business English 2;;;1;11.03.15;11.03.15
890;Le pido que esté más cuidadoso.   ;Ich bitte ihn vorsichtiger zu sein.;Español Gramática;;;3;18.02.18;13.03.18
891;Les agradezco su atención.;Vielen Dank für Ihre Aufmerksamkeit.;Español Gramática;;;2;04.03.18;08.03.18
892;Les pregunto.;Ich frage sie (mehrere).;Español Gramática;;;4;10.02.18;30.03.18
893;letters of credit;Akkreditive (Instrument zur Zahlungssicherung);Business English 1;;;4;04.11.13;26.01.14
894;letztendlich;al fin y al cabo;ECOS Español;;swapped;6;06.01.18;
895;Letztes Jahr habe ich viel gelernt.;El año pasado estudiaba mucho.;Español Gramática;;swapped;1;18.02.18;26.11.18
896;Letztes Jahr kam das Fernsehen in das Dorf.;El año pasado la televisión llegó a este pueblo.;Español Gramática;;swapped;4;10.02.18;30.03.18
897;Levantaos.;Steht auf.;Español Gramática;;;4;10.02.18;30.03.18
898;levantarse muy temprano;madrugarse;Malaga 2018;;swapped;5;29.03.18;12.01.19
899;Levántate.;Steh auf.;Español Gramática;;;4;10.02.18;30.03.18
900;Le voy a pasar a un especialista con más de 7 años de experiencia.;Ich werde Sie an einen Spezialisten mit mehr als 7 Jahren Erfahrung weiterleiten.;Malaga 2018;;;5;29.03.18;07.12.18
901;liabilities / obligations / duties;Verpflichtungen;Business English 2;;swapped;1;11.03.15;11.03.15
902;liability insurance;Haftpflichtversicherung;Business English 2;;swapped;2;11.03.15;23.12.15
903;Lieferdatum;delivery date;Business English 2;;;3;11.03.15;30.12.15
904;Lieferfristen;delivery time;Business English 1;;;4;01.12.13;17.02.14
905;Lieferschein;delivery note;Business English 2;;;2;11.03.15;09.06.15
906;Lieferverzug;delay in transport;Business English 1;;;2;12.01.14;19.01.14
907;Lieferverzug;delay in delivery;Business English 2;;;2;11.03.15;09.06.15
908;Lieferzeit;delivery time;Business English 1;;;3;12.01.14;28.01.14
909;Lieferzeitraum;delivery period / time;Business English 2;;;2;11.03.15;10.06.15
910;Limited;LTD (-GmbH);Business English 1;;swapped;4;04.11.13;26.01.14
911;limited contract;befristeter Vertrag;Business English 1;;swapped;5;12.01.14;06.04.18
912;llevar adelente algo;etwas vorantreiben;ECOS Español;;;1;04.11.18;04.11.18
913;Lleve una copia en papel para poder improvisar por si hiciera falta.;Nehmen Sie eine Papierkopie mit, um improvisieren zu können, falls es nötig werden sollte.;Español Gramática;;;3;04.03.18;20.03.18
914;Lo están buscando. / Están buscandolo.;Sie suchen ihn gerade.;Español Gramática;;swapped;4;10.02.18;30.03.18
915;Lo hace por mí.;Er macht es meinetwegen.;ECOS Español;;;6;04.02.18;
916;Lohn;wages;Business English 2;;;2;11.03.15;23.12.15
917;longing for;sich sehnen nach;Business English 1;;;4;04.11.13;27.01.14
918;looking forward to (+gerund) meeting you;sich freuen auf;Business English 1;;;4;04.11.13;27.01.14
919;Lo que más me gusta es que me regalen dinero.;Was mir am besten gefällt, ist wenn sie mir Geld schenken.;Malaga 2018;;;5;29.03.18;12.01.19
920;los calcetines;die Socken;Malaga 2018;;;5;29.03.18;12.01.19
921;los calzoncillos;die Unterhose;Malaga 2018;;;4;29.03.18;25.12.18
922;Los españoles no se privan de salir por las noches.     privarse;Die Spanier schränken sich nicht ein was abends ausgehen angeht.     einschränken;Malaga 2018;;;5;29.03.18;07.12.18
923;los grandes almacenes;die großen Warenhäuser;Malaga 2018;;;5;29.03.18;12.01.19
924;los gravámenes fiscales;steuerliche Lasten;El arte de empezar;;;6;21.05.17;
925;los pantalones;die Hose;Malaga 2018;;;5;29.03.18;12.01.19
926;Los profesores les hablaron a los niños de la historia inca y así volvió la algeria.;Die Lehrer erzählten den Kindern von der Geschichte der Inkas und so kam die Freude zurück.;Español Gramática;;;4;10.02.18;30.03.18
927;loss(es);Verluste;Business English 2;;swapped;3;11.03.15;16.01.18
928;loswerden;deshacer     Ortega quiere deshacerse de toda oposición en el pais.;El arte de empezar;;swapped;5;21.05.17;02.03.19
929;los zapatos;die Schuhe;Malaga 2018;;;5;29.03.18;12.01.19
930;LTD (-GmbH);Limited;Business English 1;;;4;04.11.13;26.01.14
931;mächtig;poderoso/a;El arte de empezar;;swapped;6;21.05.17;
932;made out by;gemacht von  erstellt durch;Business English 1;;swapped;4;01.12.13;15.02.14
933;madrugarse;levantarse muy temprano;Malaga 2018;;;5;29.03.18;12.01.19
934;maintenance (aber mainain);Wartung / Pflege;Business English 2;;swapped;2;11.03.15;10.06.15
935;make a compromise;einen Kompromiss schließen;Business English 2;;swapped;2;11.03.15;10.06.15
936;Mama möchte, dass du sie anrufst.;Mama quiere que la llames.;Español Gramática;;swapped;3;18.02.18;13.03.18
937;Mama quiere que la llames.;Mama möchte, dass du sie anrufst.;Español Gramática;;;4;18.02.18;26.12.18
938;Mängelrüge;notice of defect, complaint for faulty delivery;Business English 2;;;1;11.03.15;11.03.15
939;Marta gefällt es sehr ins Theater zu gehen.;A Marta le gusta mucho ir al teatro.;Español Gramática;;swapped;4;10.02.18;30.03.18
940;material damage;Sachschäden;Business English 2;;swapped;3;11.03.15;30.12.15
941;Me alegre de que Lara pase por aquí.;Es freut mich, dass Lara vorbeikommt.;Español Gramática;;;3;18.02.18;13.03.18
942;Me alegre de que te sientas mejor.;Ich freue mich, dass du dich besser fühlst.;Español Gramática;;;3;18.02.18;13.03.18
943;meanwhile;zwischenzeitlich;Business English 2;;;4;11.03.15;02.04.18
944;me cae(n) bien / mal;gefällt mir gut / schlecht;Malaga 2018;;;5;29.03.18;12.01.19
945;Me cobra?     cobrar;Kann ich bei Ihnen zahlen?     berechnen / einnehmen;Malaga 2018;;;5;29.03.18;12.01.19
946;meet some one for the first time;how do you do  (+handshake);Business English 1;;swapped;1;04.11.13;20.12.15
947;Me extraña que no lo sepa.;Es wundert mich, dass er es nicht weiß.;Español Gramática;;;4;18.02.18;26.12.18
948;Me fastidia que Philipp no me llame.;Es ärgert mich, dass Philipp mich nicht anruft.;Español Gramática;;;3;18.02.18;13.03.18
949;Me lo prestas?     prestar;Leihst du es mir?     leihen;Malaga 2018;;;5;29.03.18;12.01.19
950;Mengenrabatt;quantity discount;Business English 1;;swapped;5;04.11.13;06.04.18
951;Mengenrabatt;quantity discount;Business English 2;;swapped;2;11.03.15;09.06.15
952;menschenfreundlich  uneigennutz;altruistic;Business English 1;;swapped;3;01.12.13;16.01.18
953;mentioned items;genannte Punkte;Business English 1;;;4;04.11.13;27.01.14
954;menu;Speisekarte;Business English 1;;;5;04.11.13;06.04.18
955;Me parece necesario que estudies.;Es scheint mir nötig, dass du lernst.;Español Gramática;;swapped;4;18.02.18;13.11.18
956;mere;ausschließlich, lediglich;Business English 1;;swapped;1;06.01.14;20.12.15
957;merely;bloß, lediglich, nur;Business English 2;;;3;11.03.15;13.03.18
958;Me sorprende que bebas alcohol.;Es überrascht mich, dass du Alkohol trinkst.;Español Gramática;;;3;18.02.18;13.03.18
959;Messe;fair / show;Business English 1;;;4;01.12.13;13.02.14
960;Messestand;stand / booth;Business English 1;;;1;01.12.13;20.12.15
961;Me traes...? Te lo llevo.;Bringst du mir...? Ich brings dir.;Malaga 2018;;swapped;5;29.03.18;12.01.19
962;Mindestbestand;minimum quantity;Business English 1;;;4;01.12.13;17.02.14
963;Mindestdeckung;minimum coverage;Business English 2;;;3;11.03.15;16.06.15
964;minimum coverage;Mindestdeckung;Business English 2;;swapped;3;11.03.15;16.01.18
965;minimum quantity;Mindestbestand;Business English 1;;swapped;4;01.12.13;17.02.14
966;minor;unwesentlich;Business English 1;;;4;04.11.13;26.01.14
967;Mir ist das egal...;A mi me da igual...;Malaga 2018;;swapped;5;29.03.18;12.01.19
968;miss the point;das Thema verfehlen;Business English 1;;;3;06.01.14;28.01.14
969;misstrauen;desconfiar de     Desconfíe también de las cafeterías: en muchas venden cocaína, crack y otras drogas a cualquier hora del día;ECOS Español;;;2;06.01.18;07.11.18
970;Misstrauen wecken;despertar recelos     El anuncio hecho por el presidente despertó recelos y agitó viejos fantasmas.;ECOS Español;;swapped;1;04.11.18;04.11.18
971;misstrauisch;suspicious;Business English 1;;swapped;2;06.01.14;21.01.14
972;mit den Achseln zucken;encogerse de hombros;El arte de empezar;;swapped;6;21.05.17;
973;Mit Licht schlafen;Dormir con la luz encendida;Malaga 2018;;swapped;5;29.03.18;07.12.18
974;mit sich selbst beschäftigt sein;ir a lo suyo     En Barcelona todo el mundo iba a lo suyo.;ECOS Español;;swapped;1;04.11.18;04.11.18
975;mit welcher Geschwindigkeit;a qué velocidad     Por dónde deben circular y a qué velocidad?;ECOS Español;;swapped;1;04.11.18;04.11.18
976;Mit wem gehst du?;Con quién sales?;Español Gramática;;swapped;3;18.02.18;13.03.18
977;Möchten Sie, dass ich es wiederhole?;Necesitan que lo repita?;Español Gramática;;swapped;3;04.03.18;20.03.18
978;Möchtest Du mich begleiten?;Quieres acompañarme?;Malaga 2018;;;5;29.03.18;12.01.19
979;modifications;Änderungen;Business English 1;;swapped;4;04.11.13;26.01.14
980;moreover;darüber hinaus;Business English 1;;;5;01.12.13;19.03.16
981;mostrar;zeigen;El arte de empezar;;;6;21.05.17;
982;Muchos portales han sido atacados.;Viele Portale sind angegriffen worden.;ECOS Español;;;1;04.11.18;04.11.18
983;much to our regret, surprise;sehr zu unserem Bedauern, unserer Überraschung;Business English 1;;;4;04.11.13;26.01.14
984;Muestre que eres normal y similar;Zeig, dass du normal und ähnlich bist;Malaga 2018;;swapped;5;29.03.18;12.01.19
985;Muttergesellschaft;parent company;Business English 1;;;5;01.12.13;19.03.16
986;nachdenklich;pensive;Business English 1;;;2;01.12.13;09.01.18
987;nachfassend;follow up;Business English 1;;;4;01.12.13;15.02.14
988;nachhaltig;sostenible;El arte de empezar;;swapped;6;21.05.17;
989;Nachlässigkeit, Schlampigkeit;slackness;Business English 1;;swapped;2;06.01.14;21.01.14
990;nach sich ziehen;to entail;Business English 1;;swapped;4;04.11.13;15.02.14
991;Nebenkonditionen sollen gesondert ausgewiesen werden;Subconditions are to be shown sperately;Business English 2;;;1;11.03.15;11.03.15
992;Necesitan que lo repita?;Möchten Sie, dass ich es wiederhole?;Español Gramática;;;2;04.03.18;08.03.18
993;negociation;die Verhandlung;Business English 2;;swapped;1;11.03.15;11.03.15
994;Nehmen Sie eine Papierkopie mit, um improvisieren zu können, falls es nötig werden sollte.;Lleve una copia en papel para poder improvisar por si hiciera falta.;Español Gramática;;swapped;3;04.03.18;20.03.18
995;nicht so schlimm wie du sagst;no tan malo como tú dices;ECOS Español;;swapped;6;04.02.18;
996;nie dagewesen;inédito;El arte de empezar;;swapped;5;22.10.17;02.03.19
997;noch/bislang     Bislang haben wir noch keine Antwort vom Kunden.;todavía     Todavía no tenemos una respuesta del cliente.;El arte de empezar;;swapped;5;21.05.17;02.03.19
998;Noch habe ich nicht mit ihr geredet.;Aún no he hablado con ella.;Español Gramática;;;1;10.02.18;26.11.18
999;No comas tanto.;Iss nicht so viel.;Español Gramática;;;3;18.02.18;13.03.18
1000;No conozco a ninguno de estos chicos.;Ich kenne keinen von diesen Jungs.;ECOS Español;;swapped;6;04.02.18;
1001;No creo que me quiera.     pero: Creo que me quiere. (indicativo);Ich glaube nicht, dass sie mich liebt.;Español Gramática;;;3;18.02.18;13.03.18
1002;No digas eso.;Sag das nicht.;Español Gramática;;;3;18.02.18;13.03.18
1003;No es seguro que Milenko venga.;Es ist nicht sicher, ob Milenko kommt.;Español Gramática;;swapped;3;18.02.18;13.03.18
1004;No estudia nunca.;Er lernt nie.;Español Gramática;;swapped;4;10.02.18;30.03.18
1005;No llego a fin de mes.;Ich komme nicht über die Runden.;Malaga 2018;;;5;29.03.18;07.12.18
1006;non-binding;unverbindlich;Business English 1;;;3;12.01.14;28.01.14
1007;No olvide la importancia de los primeros minutos de su discurso.;Vergessen Sie nicht die Wichtigkeit der ersten Minuten ihres Vortrags.;Español Gramática;;;2;04.03.18;08.03.18
1008;No os conocen.;Sie kennen euch nicht.;Español Gramática;;swapped;5;10.02.18;24.02.19
1009;No recuerdo     No me acuerdo;Ich erinnere mich nicht;Malaga 2018;;;5;29.03.18;07.12.18
1010;no tan malo como tú dices;nicht so schlimm wie du sagst;ECOS Español;;;6;04.02.18;
1011;not at all;überhaupt nicht;Business English 2;;swapped;1;11.03.15;11.03.15
1012;No te acuestes tan tarde.;Geh nicht so spät ins Bett.;Español Gramática;;;1;18.02.18;18.08.18
1013;No tengo la menor idea.;Ich habe nicht die geringste Ahnung.;ECOS Español;;;6;04.02.18;
1014;No tengo ninguna foto de Juan.;Ich habe kein Foto von Juan;ECOS Español;;;6;04.02.18;
1015;note of dispatch;Versandanzeige;Business English 2;;swapped;3;11.03.15;30.12.15
1016;notice of defect, complaint for faulty delivery;Mängelrüge;Business English 2;;swapped;2;11.03.15;09.01.18
1017;No vayas a la fiesta.;Geh nicht zur der Feier.;Español Gramática;;;4;18.02.18;17.09.18
1018;observe a deadline;eine Frist beachten;Business English 2;;swapped;5;11.03.15;06.04.18
1019;offener/ versteckter Mangel;open/ hidden fault;Business English 1;;swapped;3;12.01.14;28.01.14
1020;offen gesagt;frankly speaking;Business English 1;;;4;04.11.13;28.01.14
1021;oir (ind)     yo oigo,  tu oyes,  el oye,  nosotros oímos,  vosotros oís,  ellos oyen;yo oí  tu oíste  el oyó  nosotros oímos  vosotros oíais  ellos oían;Malaga 2018;;;5;29.03.18;12.01.19
1022;Ojalá haga buen tiempo.;Hoffentlich ist schönes Wetter.;Español Gramática;;;3;18.02.18;13.03.18
1023;Ojalá tuviéramos menos jerarquía en la empresa!;Hoffentlich haben wir in Zukunft weniger Hierarchie im Unternehmen!;Español Gramática;;swapped;2;04.03.18;08.03.18
1024;Oma möchte, dass wir sie anrufen.;Oma quiere que la llamemos.;Español Gramática;;swapped;3;18.02.18;13.03.18
1025;Oma quiere que la llamemos.;Oma möchte, dass wir sie anrufen.;Español Gramática;;;3;18.02.18;13.03.18
1026;on average;im Schnitt;Business English 1;;swapped;4;01.12.13;15.02.14
1027;open/ hidden fault;offener/ versteckter Mangel;Business English 1;;;3;12.01.14;30.12.15
1028;opfern;sacrificar;El arte de empezar;;swapped;6;21.05.17;
1029;opuesto;gegenteilig;El arte de empezar;;;6;21.05.17;
1030;ordentlich;decent;Business English 1;;;1;01.12.13;06.01.18
1031;order confirmation / confirmation of order;Auftragsbestätigung;Business English 2;;swapped;3;11.03.15;16.01.18
1032;Os hemos visto.;Wir haben euch gesehen.;Español Gramática;;swapped;4;10.02.18;30.03.18
1033;pagar al contado / a plazos;Bar / in Raten zahlen;Malaga 2018;;;5;29.03.18;07.12.18
1034;pagar en efectivo / con tarjeta;Bar / mit Karte zahlen;Malaga 2018;;;5;29.03.18;12.01.19
1035;"Para las presentaciones que se hagan en Español,...     puede usar la forma ""vosotros"" para dirigirse al público.";In Präsentationen, die sie auf Spanisch halten ...;El arte de empezar;;swapped;6;04.03.18;
1036;paramount importance;von äußerster Wichtigkeit;Business English 1;;;5;04.11.13;19.03.16
1037;paramount importance;absolute Wichtigkeit;Business English 2;;;3;11.03.15;17.06.15
1038;parar algo/alguien;jmdn./etwas stoppen;El arte de empezar;;;6;21.05.17;
1039;parent company;Muttergesellschaft;Business English 1;;swapped;4;01.12.13;17.02.14
1040;Pasa por mi casa.;Komm bei mir vorbei.;Español Gramática;;swapped;4;10.02.18;30.03.18
1041;pasar por;vorbeikommen;ECOS Español;;;6;04.02.18;
1042;Pase por delante.;Gehen Sie vor.;Español Gramática;;;3;18.02.18;13.03.18
1043;payment discount;Skonto;Business English 1;;;4;04.11.13;26.01.14
1044;payment discount;Skonto;Business English 2;;;2;11.03.15;09.06.15
1045;payment on open account;Zahlung auf Rechnung;Business English 1;;;4;04.11.13;26.01.14
1046;penalized deadlines;pönalisierte Termine;Business English 2;;swapped;4;11.03.15;05.02.18
1047;Pensionäre;retirados;El arte de empezar;;;6;21.05.17;
1048;pensive;nachdenklich;Business English 1;;swapped;5;01.12.13;19.03.16
1049;Perdoname, pero ayer no pude ayudarte.;Entschuldige, aber gestern konnte ich dir nicht helfen.;Español Gramática;;;5;10.02.18;24.02.19
1050;performance;Leistung;Business English 2;;swapped;2;11.03.15;23.12.15
1051;personal damage;Personenschäden;Business English 2;;swapped;4;11.03.15;02.04.18
1052;Personenschäden;personal damage;Business English 2;;;3;11.03.15;20.02.18
1053;pertenecer;angehören;El arte de empezar;;swapped;6;21.05.17;
1054;Piensa en nosotros.;Sie denkt an uns.;ECOS Español;;;6;04.02.18;
1055;pink slip;Kündigungsschreiben;Business English 1;;;5;04.11.13;18.04.14
1056;Place of justice / jurisdication / venue of lawsuit;Gerichtsstand;Business English 2;;swapped;2;11.03.15;09.01.18
1057;plantear;entwerfen;El arte de empezar;;;6;21.05.17;
1058;PLC (-AG);Public Limited Company;Business English 1;;;5;04.11.13;19.03.16
1059;pleasant business relations;angenehme Gschäftsbeziehung;Business English 1;;swapped;4;01.12.13;17.02.14
1060;please go through the chair;warten Sie bitte, bis Ihnen das Wort erteilt wird;Business English 2;;swapped;3;11.03.15;30.12.15
1061;poder (ind);pude, pudiste, pudo;Malaga 2018;;;5;29.03.18;12.01.19
1062;poderoso/a;mächtig;El arte de empezar;;;6;21.05.17;
1063;Podría ser útil de resumir los hechos.;Es könnte hilfreich sein, die Fakten zusammenzufassen.;Español Gramática;;swapped;1;06.03.18;06.03.18
1064;pönalisierte Termine;penalized deadlines;Business English 2;;;2;11.03.15;23.12.15
1065;Ponelo encima de la mesa.;Stell es auf den Tisch.   ;Español Gramática;;;3;18.02.18;13.03.18
1066;poner (ind.);puse;Malaga 2018;;;5;29.03.18;12.01.19
1067;poner alguien a reír     me pone a reír;jemandem zum lachen bringen   ;ECOS Español;;;6;06.01.18;
1068;Por favor, tomen nota.;Bitte, machen Sie Notizen.;Español Gramática;;;2;04.03.18;08.03.18
1069;Por la mañana voy al instituto.;Am Vormittag gehe ich in die Schule.;Español Gramática;;swapped;5;10.02.18;24.02.19
1070;Por qué nos buscas?;Warum suchst du uns?;Español Gramática;;swapped;4;10.02.18;30.03.18
1071;positive remarks;konstruktive Anmerkung;Business English 2;;swapped;1;11.03.15;11.03.15
1072;Präsentationen benötigen viel Vorbereitung.;Las presentaciones requieren mucha preparación.;Español Gramática;;swapped;2;04.03.18;08.03.18
1073;Preis ab Werk;ex-works price;Business English 1;;swapped;3;12.01.14;28.01.14
1074;Preisangebote;quotations;Business English 1;;swapped;4;04.11.13;28.01.14
1075;Preisaufschlag der Händler;retailer's mark-up;Business English 1;;swapped;1;12.01.14;06.01.18
1076;Preisnachlässe (Rabatt: nur im nachhinein);discounts;Business English 1;;swapped;4;04.11.13;27.01.14
1077;prices current;Tagespreisliste;Business English 1;;;4;04.11.13;27.01.14
1078;primer/a  segundo  tercer/a  cuarto  quinto;erster  zweiter  dritter  vierter  fünfter;ECOS Español;;swapped;6;04.02.18;
1079;Primero la vio, después le habló y al final se fueron a un bar.;Erst sah er sie, dann sprach er sie an und schließlich gingen sie in eine Bar.;Español Gramática;;swapped;5;10.02.18;24.02.19
1080;principal;Auftraggeber;Business English 2;;swapped;1;11.03.15;11.03.15
1081;Probablemente tendremos que contratar a 200 empleados más.;Wahrscheinlich werden wir 200 Mitarbeiter mehr einstellen müssen.;Español Gramática;;;2;04.03.18;08.03.18
1082;probably;gegebenenfalls;Business English 1;;;4;01.12.13;15.02.14
1083;Probeauftrag;trail order;Business English 2;;;2;11.03.15;10.06.15
